ID;work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;remote_ratio
467;2023;SE;FT;Data Engineer;111000;USD;111000;0
468;2023;EX;FT;Data Engineer;265000;USD;265000;0
469;2023;EX;FT;Data Engineer;235000;USD;235000;0
470;2023;EN;FT;Data Scientist;112000;CHF;121093;50
471;2022;MI;FT;Data Scientist;70000;EUR;73546;100
472;2023;MI;FT;Data Engineer;75000;USD;75000;100
473;2023;MI;FT;Data Engineer;60400;USD;60400;100
474;2022;SE;FT;Lead Data Scientist;164000;EUR;172309;100
475;2023;MI;FT;Data Scientist;56000;EUR;60093;100
476;2023;MI;FT;Data Analyst;83500;USD;83500;100
477;2023;MI;FT;Data Analyst;52500;USD;52500;100
478;2023;SE;FT;Data Scientist;201036;USD;201036;0
479;2023;SE;FT;Data Scientist;134024;USD;134024;0
480;2023;SE;FT;Data Analyst;165000;USD;165000;100
481;2023;SE;FT;Data Analyst;140000;USD;140000;100
482;2023;EN;FT;Data Engineer;62000;USD;62000;100
483;2023;EN;FT;Data Engineer;58000;USD;58000;100
484;2023;SE;FT;Data Scientist;172000;USD;172000;0
485;2023;SE;FT;Data Scientist;115000;USD;115000;0
486;2023;EN;FT;Data Engineer;125000;USD;125000;0
487;2023;EN;FT;Data Engineer;90000;USD;90000;0
488;2023;SE;FT;Data Engineer;163800;USD;163800;0
489;2023;SE;FT;Data Engineer;126000;USD;126000;0
490;2023;MI;FT;Data Engineer;90000;USD;90000;100
491;2023;SE;FT;Data Engineer;139500;USD;139500;0
492;2023;SE;FT;Data Engineer;109400;USD;109400;0
493;2023;MI;FT;Data Engineer;145000;USD;145000;0
494;2023;MI;FT;Data Engineer;120000;USD;120000;0
495;2023;SE;FT;Data Engineer;205600;USD;205600;0
496;2023;SE;FT;Data Engineer;105700;USD;105700;0
497;2023;SE;FT;Data Scientist;239748;USD;239748;0
498;2023;SE;FT;Data Scientist;159832;USD;159832;0
499;2023;SE;FT;Data Scientist;186300;USD;186300;100
500;2023;SE;FT;Data Scientist;102500;USD;102500;100
501;2023;SE;FT;Data Scientist;126000;USD;126000;0
502;2023;SE;FT;Data Architect;149040;USD;149040;100
503;2023;SE;FT;Data Architect;113900;USD;113900;100
504;2023;SE;FT;Data Engineer;153600;USD;153600;100
505;2023;SE;FT;Data Engineer;106800;USD;106800;100
506;2023;SE;FT;Data Engineer;172600;USD;172600;100
507;2023;SE;FT;Data Engineer;107900;USD;107900;100
508;2023;SE;FT;Data Analyst;180180;USD;180180;0
509;2023;SE;FT;Data Analyst;106020;USD;106020;0
510;2023;SE;FT;Data Architect;376080;USD;376080;100
511;2023;SE;FT;Data Architect;213120;USD;213120;100
512;2023;SE;FT;Data Analyst;206500;USD;206500;100
513;2023;SE;FT;Data Analyst;121600;USD;121600;100
514;2023;SE;FT;Data Engineer;260000;USD;260000;0
515;2023;SE;FT;Data Engineer;225000;USD;225000;0
516;2023;EX;FT;Data Engineer;194500;USD;194500;0
517;2023;EX;FT;Data Engineer;115500;USD;115500;0
518;2023;SE;FT;Cloud Database Engineer;170000;USD;170000;100
519;2023;SE;FT;Applied Machine Learning Scientist;90000;USD;90000;100
520;2023;EN;FT;Data Analyst;95000;USD;95000;100
521;2023;EN;FT;Data Analyst;70000;USD;70000;100
522;2023;SE;FT;Data Engineer;275000;USD;275000;0
523;2023;SE;FT;Data Analyst;115934;USD;115934;100
524;2023;SE;FT;Data Analyst;81666;USD;81666;100
525;2023;SE;FT;Machine Learning Engineer;120000;USD;120000;100
526;2023;SE;FT;Research Engineer;200000;USD;200000;0
527;2023;SE;FT;Research Engineer;175000;USD;175000;0
528;2023;MI;FT;Data Analyst;206000;USD;206000;0
529;2023;MI;FT;Data Analyst;130000;USD;130000;0
530;2023;SE;FT;Data Architect;138000;USD;138000;100
531;2023;SE;FT;Data Architect;92000;USD;92000;100
532;2023;SE;FT;Data Manager;65000;USD;65000;0
533;2023;SE;FT;Data Manager;48000;USD;48000;0
534;2023;SE;FT;Data Analyst;110000;USD;110000;100
535;2023;SE;FT;Analytics Engineer;130000;USD;130000;0
536;2023;SE;FT;Analytics Engineer;87000;USD;87000;0
537;2023;MI;FT;Data Analyst;160000;USD;160000;0
538;2023;MI;FT;Data Analyst;112000;USD;112000;0
539;2023;SE;FT;Data Science Manager;299500;USD;299500;0
540;2023;SE;FT;Data Science Manager;245100;USD;245100;0
541;2023;MI;FT;Data Scientist;145000;USD;145000;0
542;2023;MI;FT;Data Scientist;100000;USD;100000;0
543;2023;SE;FT;Data Engineer;147100;USD;147100;0
544;2023;EN;FT;Data Engineer;115100;USD;115100;0
545;2023;EN;FT;Data Engineer;73900;USD;73900;0
546;2023;SE;FT;Data Engineer;168400;USD;168400;0
547;2023;SE;FT;Data Engineer;105200;USD;105200;0
548;2023;MI;FT;Data Analyst;100000;USD;100000;0
549;2023;MI;FT;Data Engineer;70000;GBP;85066;100
550;2023;MI;FT;Data Engineer;47500;GBP;57723;100
551;2023;MI;FT;Data Engineer;95000;USD;95000;0
552;2023;MI;FT;Financial Data Analyst;130000;USD;130000;100
553;2023;SE;FT;Data Scientist;205000;USD;205000;0
554;2023;SE;FT;Research Scientist;141288;USD;141288;0
555;2023;SE;FT;Research Scientist;94192;USD;94192;0
556;2023;SE;FT;Data Infrastructure Engineer;184000;USD;184000;100
557;2023;SE;FT;Data Infrastructure Engineer;143000;USD;143000;100
558;2023;SE;FT;Data Analyst;55000;USD;55000;0
559;2023;SE;FT;Analytics Engineer;275300;USD;275300;100
560;2023;SE;FT;Analytics Engineer;183500;USD;183500;100
561;2023;MI;FT;Data Analyst;75000;USD;75000;100
562;2023;MI;FT;Data Analyst;65000;USD;65000;100
563;2023;MI;FT;ML Engineer;160000;USD;160000;0
564;2023;MI;FT;ML Engineer;147000;USD;147000;0
565;2023;MI;FT;Software Data Engineer;100000;SGD;75020;100
566;2023;MI;FT;Data Scientist;1400000;INR;17022;100
567;2023;EN;FT;AI Programmer;70000;USD;70000;0
568;2023;EN;FT;AI Developer;80000;USD;80000;50
569;2023;MI;FT;Lead Data Analyst;1500000;INR;18238;50
570;2023;MI;FT;Machine Learning Engineer;150000;USD;150000;0
571;2023;EX;FT;Data Engineer;210914;USD;210914;100
572;2023;EX;FT;Data Engineer;116704;USD;116704;100
573;2023;EN;FT;Research Scientist;150000;USD;150000;0
574;2023;EN;FT;Research Scientist;100000;USD;100000;0
575;2023;EN;FT;Data Analyst;60000;USD;60000;100
576;2023;MI;FT;Analytics Engineer;185700;USD;185700;0
577;2023;MI;FT;Analytics Engineer;165000;USD;165000;0
578;2023;SE;FT;Data Analyst;169000;USD;169000;0
579;2023;SE;FT;Data Analyst;110600;USD;110600;0
580;2023;SE;FT;Data Operations Engineer;193000;USD;193000;100
581;2023;SE;FT;Data Operations Engineer;136850;USD;136850;100
582;2023;SE;FT;Machine Learning Engineer;139500;USD;139500;0
583;2023;SE;FT;Machine Learning Engineer;109400;USD;109400;0
584;2023;SE;FT;Data Engineer;276000;USD;276000;100
585;2023;SE;FT;Data Engineer;178500;USD;178500;100
586;2023;MI;FT;Data Scientist;55000;EUR;59020;0
587;2023;MI;FT;Data Scientist;45000;EUR;48289;0
588;2023;MI;FT;Data Engineer;70000;EUR;75116;100
589;2023;MI;FT;Data Engineer;45000;EUR;48289;100
590;2023;SE;FT;Machine Learning Engineer;161000;GBP;195652;0
591;2023;SE;FT;Machine Learning Engineer;83300;GBP;101228;0
592;2023;SE;FT;Data Engineer;112700;GBP;136956;0
593;2023;SE;FT;Data Engineer;83300;GBP;101228;0
594;2022;SE;FT;BI Developer;130000;USD;130000;100
595;2021;MI;FT;Data Science Lead;150000;USD;150000;100
596;2023;SE;FT;ML Engineer;260000;USD;260000;100
597;2023;SE;FT;ML Engineer;110000;USD;110000;100
598;2023;SE;FT;Analytics Engineer;170000;USD;170000;100
599;2023;SE;FT;Analytics Engineer;130000;USD;130000;100
600;2023;SE;FT;Machine Learning Engineer;163800;USD;163800;0
601;2023;SE;FT;Machine Learning Engineer;126000;USD;126000;0
602;2023;MI;FT;Data Scientist;128750;USD;128750;0
603;2023;MI;FT;Data Scientist;106250;USD;106250;0
604;2023;EX;FT;Data Engineer;167500;USD;167500;0
605;2023;EX;FT;Data Engineer;106500;USD;106500;0
606;2023;SE;FT;Data Architect;188500;USD;188500;100
607;2023;SE;FT;Data Architect;117000;USD;117000;100
608;2023;SE;FT;Data Analyst;250000;USD;250000;100
609;2023;SE;FT;Data Analyst;138000;USD;138000;100
610;2023;MI;FT;Data Analyst;130000;USD;130000;100
611;2023;MI;FT;Data Analyst;100000;USD;100000;100
612;2023;SE;FT;Deep Learning Researcher;115000;EUR;123405;0
613;2023;SE;FT;BI Analyst;160000;USD;160000;0
614;2023;SE;FT;BI Analyst;135000;USD;135000;0
615;2023;MI;FT;Data Science Manager;104500;USD;104500;0
616;2023;MI;FT;Data Science Manager;70000;USD;70000;0
617;2023;MI;FT;Data Science Consultant;90000;USD;90000;0
618;2023;MI;FT;Data Science Consultant;70000;USD;70000;0
619;2023;MI;FT;Research Scientist;185000;USD;185000;100
620;2023;MI;FT;Research Scientist;125000;USD;125000;100
621;2023;SE;FT;Data Analyst;127000;USD;127000;100
622;2023;SE;FT;Data Analyst;94000;USD;94000;100
623;2023;SE;FT;Data Scientist;210550;USD;210550;0
624;2023;SE;FT;Data Scientist;153300;USD;153300;0
625;2023;MI;FT;Data Scientist;200000;USD;200000;100
626;2023;MI;FT;Data Scientist;150000;USD;150000;100
627;2023;SE;FT;Data Analyst;161500;USD;161500;100
628;2023;SE;FT;Data Analyst;119500;USD;119500;100
629;2023;SE;FT;Data Scientist;148750;USD;148750;0
630;2023;SE;FT;Data Analytics Specialist;105000;USD;105000;0
631;2023;SE;FT;Data Analytics Specialist;85000;USD;85000;0
632;2023;SE;FT;Research Scientist;215000;USD;215000;0
633;2023;SE;FT;Research Scientist;146300;USD;146300;0
634;2023;EN;FT;AI Developer;200000;EUR;214618;100
635;2023;MI;FT;Data Engineer;72000;USD;72000;100
636;2023;MI;FT;Data Engineer;60000;USD;60000;100
637;2023;SE;FT;Machine Learning Engineer;153400;USD;153400;0
638;2023;SE;FT;Machine Learning Engineer;122700;USD;122700;0
639;2023;MI;FT;Data Engineer;260000;USD;260000;0
640;2023;MI;FT;Data Engineer;175000;USD;175000;0
641;2023;SE;FT;Data Scientist;123900;USD;123900;100
642;2023;MI;FT;Research Scientist;340000;USD;340000;100
643;2023;MI;FT;Research Scientist;150000;USD;150000;100
644;2023;MI;FT;Data Engineer;250000;USD;250000;0
645;2023;MI;FT;Data Scientist;60000;EUR;64385;50
646;2023;SE;FT;Data Analyst;185900;USD;185900;0
647;2023;SE;FT;Data Analyst;121700;USD;121700;0
648;2023;SE;FL;Software Data Engineer;50000;USD;50000;50
649;2023;EN;FT;Data Analyst;100000;USD;100000;100
650;2023;EX;FT;Data Engineer;310000;USD;310000;100
651;2023;EX;FT;Data Engineer;239000;USD;239000;100
652;2023;SE;FT;Data Analyst;125000;USD;125000;0
653;2023;SE;FT;Data Analyst;110000;USD;110000;0
654;2023;EN;FT;Data Analyst;150000;USD;150000;0
655;2023;EN;FT;Data Analyst;100000;USD;100000;0
656;2023;SE;FT;Data Scientist;149076;USD;149076;0
657;2023;SE;FT;Data Scientist;82365;USD;82365;0
658;2023;MI;FT;Data Analyst;80000;GBP;97218;0
659;2023;MI;FT;Data Analyst;40000;GBP;48609;0
660;2023;SE;FT;Data Analyst;95000;USD;95000;0
661;2023;SE;FT;Data Analyst;85500;USD;85500;0
662;2023;MI;FT;Data Scientist;97750;USD;97750;100
663;2023;SE;FT;Data Scientist;201000;USD;201000;0
664;2023;SE;FT;Data Scientist;122000;USD;122000;0
665;2023;MI;FT;Data Scientist;116990;USD;116990;100
666;2023;MI;FT;Data Scientist;82920;USD;82920;100
667;2023;MI;FT;Machine Learning Scientist;200000;USD;200000;0
668;2023;MI;FT;Machine Learning Scientist;125000;USD;125000;0
669;2023;SE;FT;Machine Learning Engineer;204500;USD;204500;0
670;2023;SE;FT;Machine Learning Engineer;142200;USD;142200;0
671;2023;SE;FT;Data Manager;155000;USD;155000;0
672;2023;SE;FT;Data Manager;140000;USD;140000;0
673;2023;MI;FT;Machine Learning Infrastructure Engineer;205920;USD;205920;0
674;2023;MI;FT;Machine Learning Infrastructure Engineer;171600;USD;171600;0
675;2023;SE;FT;Data Engineer;121500;USD;121500;100
676;2023;SE;FT;Data Engineer;78000;USD;78000;100
677;2023;MI;FT;Data Engineer;154000;USD;154000;0
678;2023;MI;FT;Data Engineer;116000;USD;116000;0
679;2023;SE;FT;Data Scientist;136000;USD;136000;0
680;2023;MI;FT;Data Analyst;65000;GBP;78990;100
681;2023;MI;FT;Data Analyst;36050;GBP;43809;100
682;2023;SE;FT;Data Analyst;180000;USD;180000;0
683;2023;SE;FT;Data Engineer;170000;USD;170000;0
684;2023;SE;FT;Data Engineer;154000;USD;154000;0
685;2023;SE;FT;Data Engineer;116000;USD;116000;0
686;2023;MI;FT;Data Engineer;200000;USD;200000;0
687;2023;SE;FT;Data Scientist;160000;USD;160000;100
688;2023;MI;FT;Data Engineer;105000;GBP;127599;0
689;2023;MI;FT;Data Engineer;85000;GBP;103294;0
690;2023;SE;FT;Data Engineer;153600;USD;153600;0
691;2023;SE;FT;Data Engineer;106800;USD;106800;0
692;2023;SE;FT;Data Scientist;156400;USD;156400;0
693;2023;SE;FT;Analytics Engineer;150000;USD;150000;0
694;2023;SE;FT;Analytics Engineer;120000;USD;120000;0
695;2023;SE;FT;Data Analyst;145000;USD;145000;100
696;2023;SE;FT;Data Scientist;260000;USD;260000;0
697;2023;EN;FT;Data Analyst;30000;USD;30000;50
698;2023;MI;FT;Research Scientist;185000;USD;185000;0
699;2023;MI;FT;Research Scientist;125000;USD;125000;0
700;2022;EN;PT;Data Analyst;34320;USD;34320;100
701;2022;MI;FT;Business Data Analyst;48000;BRL;9289;100
702;2023;SE;FT;Head of Data;70000;EUR;75116;100
703;2022;EX;FT;Data Science Manager;106000;USD;106000;0
704;2023;SE;FT;Data Analyst;122000;USD;122000;100
705;2023;SE;FT;Data Analyst;93800;USD;93800;100
706;2023;SE;FT;Data Science Manager;150000;USD;150000;100
707;2023;SE;FT;Data Science Manager;90000;USD;90000;100
708;2023;EN;FT;Computer Vision Engineer;220000;USD;220000;0
709;2023;SE;FT;BI Data Analyst;67000;EUR;71897;100
710;2023;EN;FT;AI Developer;60000;EUR;64385;0
711;2023;SE;FT;Data Analyst;1300000;INR;15806;100
712;2023;MI;FT;Machine Learning Engineer;200000;USD;200000;0
713;2023;MI;FT;Machine Learning Engineer;175000;USD;175000;0
714;2023;MI;FT;Data Scientist;40000;USD;40000;50
715;2023;SE;FT;Data Science Consultant;1000000;THB;29453;50
716;2023;SE;FT;Data Scientist;136000;USD;136000;100
717;2023;SE;FT;Data Scientist;104000;USD;104000;100
718;2023;SE;FT;Data Analyst;152380;USD;152380;0
719;2023;SE;FT;Data Analyst;121904;USD;121904;0
720;2023;SE;FT;Data Architect;168400;USD;168400;0
721;2023;SE;FT;Data Architect;105200;USD;105200;0
722;2023;SE;FT;Machine Learning Engineer;128280;USD;128280;0
723;2023;SE;FT;Machine Learning Engineer;106900;USD;106900;0
724;2022;SE;FT;Lead Data Scientist;192000;USD;192000;100
725;2023;MI;FT;Data Engineer;100000;USD;100000;0
726;2023;SE;FT;Research Engineer;100000;EUR;107309;100
727;2023;SE;FT;Research Engineer;80000;EUR;85847;100
728;2023;SE;FT;Machine Learning Engineer;275000;USD;275000;0
729;2023;SE;FT;Machine Learning Engineer;174000;USD;174000;0
730;2023;SE;FT;Data Analyst;170500;USD;170500;100
731;2023;SE;FT;Data Analyst;85000;USD;85000;100
732;2023;SE;FT;Data Manager;60027;GBP;72946;0
733;2023;SE;FT;Data Manager;44737;GBP;54365;0
734;2023;EX;FT;Head of Data Science;131899;GBP;160288;0
735;2023;EX;FT;Head of Data Science;104891;GBP;127467;0
736;2023;SE;FT;Data Engineer;80000;USD;80000;0
737;2023;SE;FT;Data Engineer;65000;USD;65000;0
738;2023;SE;FT;Data Engineer;124740;USD;124740;0
739;2023;SE;FT;Data Engineer;65488;USD;65488;0
740;2023;SE;FT;Data Quality Analyst;72200;USD;72200;0
741;2023;SE;FT;Data Quality Analyst;64980;USD;64980;0
742;2023;SE;FT;Data Analyst;179975;USD;179975;100
743;2023;SE;FT;Data Analyst;86466;USD;86466;100
744;2023;SE;FT;Data Engineer;90000;USD;90000;0
745;2023;MI;FT;Insight Analyst;42000;GBP;51039;0
746;2023;MI;FT;Insight Analyst;35000;GBP;42533;0
747;2023;SE;FT;Data Science Manager;175000;USD;175000;0
748;2023;SE;FT;Data Science Manager;120000;USD;120000;0
749;2023;SE;FT;Data Analyst;230000;USD;230000;0
750;2023;SE;FT;Data Manager;120000;USD;120000;0
751;2023;SE;FT;Machine Learning Infrastructure Engineer;205920;USD;205920;0
752;2023;SE;FT;Machine Learning Infrastructure Engineer;171600;USD;171600;0
753;2023;SE;FT;Data Engineer;265000;USD;265000;0
754;2023;MI;FT;Applied Machine Learning Engineer;130000;USD;130000;0
755;2022;EN;FT;Data Scientist;168000;USD;168000;100
756;2023;MI;FT;AI Scientist;36000;EUR;38631;50
757;2023;SE;FT;Data Engineer;167580;USD;167580;0
758;2023;SE;FT;Data Engineer;87980;USD;87980;0
759;2023;SE;FT;Data Engineer;202000;USD;202000;100
760;2023;SE;FT;Data Engineer;135000;USD;135000;100
761;2023;SE;FT;Data Engineer;104000;USD;104000;100
762;2023;SE;FT;Data Engineer;65000;USD;65000;100
763;2023;SE;FT;Research Engineer;230000;USD;230000;0
764;2023;SE;FT;Research Engineer;148000;USD;148000;0
765;2023;SE;FT;Machine Learning Engineer;269000;USD;269000;100
766;2023;SE;FT;Machine Learning Engineer;158000;USD;158000;100
767;2023;SE;FT;Analytics Engineer;197000;USD;197000;0
768;2023;SE;FT;Analytics Engineer;106000;USD;106000;0
769;2023;MI;FT;Deep Learning Engineer;150000;USD;150000;100
770;2023;MI;FT;Deep Learning Engineer;100000;USD;100000;100
771;2023;SE;FT;Data Engineer;290000;USD;290000;100
772;2023;SE;FT;Data Engineer;210000;USD;210000;100
773;2023;SE;FT;Data Engineer;192000;USD;192000;0
774;2023;SE;FT;Data Engineer;172800;USD;172800;0
775;2023;SE;FT;Data Scientist;300240;USD;300240;0
776;2023;SE;FT;Data Scientist;200160;USD;200160;0
777;2023;SE;FT;Analytics Engineer;175000;USD;175000;0
778;2023;SE;FT;Analytics Engineer;140000;USD;140000;0
779;2023;SE;FT;Data Manager;169000;USD;169000;0
780;2023;SE;FT;Data Manager;100000;USD;100000;0
781;2023;SE;FT;Data Scientist;370000;USD;370000;0
782;2023;MI;FT;Data Engineer;95000;GBP;115447;100
783;2023;EN;FT;Data Analyst;55000;USD;55000;0
784;2023;EN;FT;Data Analyst;48000;USD;48000;0
785;2023;SE;FT;Data Analyst;85000;USD;85000;0
786;2023;SE;FT;Data Engineer;137500;USD;137500;100
787;2023;SE;FT;Data Engineer;81500;USD;81500;100
788;2023;SE;FT;Machine Learning Engineer;323300;USD;323300;0
789;2023;SE;FT;Machine Learning Engineer;184700;USD;184700;0
790;2021;MI;FT;AI Scientist;30000;USD;30000;0
791;2023;SE;FT;Machine Learning Engineer;186000;USD;186000;100
792;2023;SE;FT;Machine Learning Engineer;153088;USD;153088;100
793;2023;MI;FT;Data Infrastructure Engineer;190000;USD;190000;100
794;2023;MI;FT;Data Infrastructure Engineer;160000;USD;160000;100
795;2023;SE;FT;Machine Learning Engineer;200000;USD;200000;100
796;2023;MI;FT;Data Infrastructure Engineer;190000;USD;190000;0
797;2023;MI;FT;Data Infrastructure Engineer;183310;USD;183310;0
798;2023;SE;FT;Machine Learning Engineer;240000;USD;240000;100
799;2023;SE;FT;Machine Learning Engineer;180000;USD;180000;100
800;2023;SE;FT;Data Engineer;144000;USD;144000;100
801;2023;SE;FT;Data Engineer;66000;USD;66000;100
802;2023;MI;FT;Machine Learning Engineer;148500;USD;148500;0
803;2023;MI;FT;Machine Learning Engineer;126277;USD;126277;0
804;2023;SE;FT;Data Architect;228000;USD;228000;0
805;2023;SE;FT;Data Architect;120000;USD;120000;0
806;2023;SE;FT;Machine Learning Software Engineer;180000;USD;180000;0
807;2023;SE;FT;Machine Learning Software Engineer;90000;USD;90000;0
808;2023;SE;FT;Data Scientist;126500;USD;126500;0
809;2023;SE;FT;Data Scientist;78000;USD;78000;0
810;2023;SE;FT;Data Engineer;180000;USD;180000;0
811;2023;SE;FT;Machine Learning Software Engineer;272000;USD;272000;0
812;2023;SE;FT;Machine Learning Software Engineer;170000;USD;170000;0
813;2023;MI;FT;Data Analyst;80000;USD;80000;0
814;2023;MI;FT;Data Analyst;60000;USD;60000;0
815;2023;SE;FT;Data Engineer;259000;USD;259000;100
816;2023;SE;FT;Data Engineer;146000;USD;146000;100
817;2023;SE;FT;Data Scientist;139500;USD;139500;0
818;2023;MI;FT;Data Engineer;140000;USD;140000;100
819;2023;MI;FT;Data Engineer;120000;USD;120000;100
820;2023;MI;FT;Data Analyst;90000;GBP;109371;0
821;2023;EN;PT;Data Analyst;78000;PLN;17779;100
822;2023;EN;FT;Data Scientist;101400;BRL;19522;100
823;2023;SE;FT;Data Science Lead;247500;USD;247500;0
824;2023;SE;FT;Data Science Lead;172200;USD;172200;0
825;2023;SE;FT;Machine Learning Infrastructure Engineer;100000;EUR;107309;100
826;2023;SE;FT;Machine Learning Infrastructure Engineer;70000;EUR;75116;100
827;2023;SE;FT;Machine Learning Engineer;288000;USD;288000;100
828;2023;SE;FT;Machine Learning Engineer;140000;USD;140000;100
829;2023;MI;FT;Data Science Lead;60000;GBP;72914;0
830;2023;MI;FT;Data Science Lead;50000;GBP;60761;0
831;2023;SE;FT;Data Scientist;215050;USD;215050;100
832;2023;SE;FT;Data Scientist;156400;USD;156400;100
833;2023;SE;FT;Data Architect;198000;USD;198000;100
834;2023;SE;FT;Data Architect;114000;USD;114000;100
835;2023;SE;FT;Data Scientist;209300;USD;209300;100
836;2023;SE;FT;Data Scientist;182200;USD;182200;100
837;2022;EN;FT;Data Scientist;85000;USD;85000;0
838;2023;MI;FT;Machine Learning Engineer;40000;GBP;48609;100
839;2023;EN;FT;Research Engineer;120000;USD;120000;100
840;2023;EN;FT;Research Engineer;60000;USD;60000;100
841;2023;SE;FT;Machine Learning Engineer;147100;USD;147100;0
842;2023;SE;FT;Machine Learning Engineer;90700;USD;90700;0
843;2023;SE;FT;Data Analyst;227000;USD;227000;0
844;2023;SE;FT;Data Analyst;108000;USD;108000;0
845;2023;SE;FT;Data Architect;160000;USD;160000;100
846;2023;SE;FT;Data Analyst;52000;EUR;55800;100
847;2023;SE;FT;Data Analyst;48000;EUR;51508;100
848;2023;EN;FT;Data Analyst;50000;USD;50000;50
849;2023;SE;FT;Data Engineer;226700;USD;226700;0
850;2023;SE;FT;Data Engineer;133300;USD;133300;0
851;2023;SE;FT;Big Data Architect;124999;GBP;151902;100
852;2023;EN;FT;Data Scientist;800000;INR;9727;0
853;2023;SE;FT;Data Analyst;52500;USD;52500;0
854;2023;SE;FT;Data Engineer;250000;USD;250000;100
855;2023;SE;FT;Data Engineer;162500;USD;162500;100
856;2023;MI;FT;Data Analyst;165000;USD;165000;0
857;2023;MI;FT;Data Analyst;124000;USD;124000;0
858;2023;SE;FT;Data Engineer;63000;USD;63000;100
859;2023;SE;FT;Research Scientist;253750;USD;253750;0
860;2023;SE;FT;Research Scientist;169200;USD;169200;0
861;2023;MI;FT;Data Scientist;170000;USD;170000;0
862;2023;MI;FT;Data Scientist;120000;USD;120000;0
863;2023;SE;FT;Data Engineer;213580;USD;213580;100
864;2023;SE;FT;Data Engineer;163625;USD;163625;100
865;2023;EN;FT;Data Engineer;12000;USD;12000;0
866;2022;SE;FT;Machine Learning Software Engineer;375000;USD;375000;100
867;2023;SE;FT;Data Engineer;95000;EUR;101943;100
868;2023;MI;FT;Product Data Analyst;1350000;INR;16414;100
869;2023;SE;FT;Machine Learning Engineer;220000;USD;220000;0
870;2023;EX;FT;Data Engineer;210000;USD;210000;0
871;2023;SE;FT;Data Science Manager;231250;USD;231250;100
872;2023;SE;FT;Data Science Manager;138750;USD;138750;100
873;2023;SE;FT;Machine Learning Engineer;284310;USD;284310;0
874;2023;SE;FT;Machine Learning Engineer;153090;USD;153090;0
875;2023;MI;FT;Data Analyst;125000;USD;125000;0
876;2023;MI;FT;Data Analyst;105000;USD;105000;0
877;2023;MI;FT;Data Analyst;70000;GBP;85066;0
878;2023;EN;FT;Data Analyst;100000;USD;100000;50
879;2023;SE;FT;Data Science Lead;225900;USD;225900;0
880;2023;SE;FT;Data Science Lead;156400;USD;156400;0
881;2023;SE;FT;Data Analyst;385000;USD;385000;0
882;2023;SE;FT;Data Analyst;60000;USD;60000;0
883;2023;MI;FT;Data Analyst;95000;USD;95000;100
884;2023;SE;FT;Data Scientist;135000;USD;135000;100
885;2023;SE;FT;Data Analyst;93919;USD;93919;100
886;2023;SE;FT;Data Analyst;51962;USD;51962;100
887;2023;SE;FT;Data Engineer;241871;USD;241871;0
888;2023;SE;FT;Data Engineer;133832;USD;133832;0
889;2023;SE;FT;Data Scientist;90000;USD;90000;100
890;2023;SE;FT;Data Analyst;192500;USD;192500;100
891;2023;MI;FT;Machine Learning Engineer;36000;USD;36000;100
892;2023;SE;FT;Research Scientist;370000;USD;370000;0
893;2023;SE;FT;Data Scientist;235000;USD;235000;100
894;2023;MI;FT;Machine Learning Engineer;100000;GBP;121523;0
895;2023;MI;FT;Machine Learning Engineer;80000;GBP;97218;0
896;2023;SE;FT;Data Scientist;216100;USD;216100;0
897;2023;SE;FT;Data Scientist;140800;USD;140800;0
898;2023;MI;FT;Machine Learning Engineer;120000;GBP;145828;0
899;2023;SE;FT;Computer Vision Software Engineer;50000;EUR;53654;100
900;2023;EN;FT;Data Scientist;110000;USD;110000;50
901;2023;MI;FT;Data Engineer;55000;GBP;66837;100
902;2023;MI;FT;Data Engineer;52000;GBP;63192;100
903;2023;MI;FT;Data Analyst;50000;GBP;60761;0
904;2023;EX;FT;Data Engineer;284000;USD;284000;100
905;2023;EX;FT;Data Engineer;236000;USD;236000;100
906;2023;SE;FT;Research Scientist;248100;USD;248100;0
907;2023;SE;FT;Research Scientist;145900;USD;145900;0
908;2023;SE;FT;Research Engineer;155850;USD;155850;0
909;2023;SE;FT;Research Engineer;102544;USD;102544;0
910;2023;MI;FT;Data Scientist;151410;USD;151410;100
911;2023;MI;FT;Data Scientist;115360;USD;115360;100
912;2023;MI;FT;Data Engineer;62000;EUR;66531;100
913;2023;MI;FT;Data Engineer;55000;EUR;59020;100
914;2023;SE;FT;Director of Data Science;170000;CAD;125686;50
915;2023;SE;FT;Azure Data Engineer;100000;USD;100000;50
916;2023;EN;FT;Data Scientist;1050000;INR;12767;50
917;2023;SE;FT;Data Scientist;185000;USD;185000;0
918;2023;SE;FT;Data Scientist;120250;USD;120250;0
919;2023;EN;FT;Data Engineer;25000;EUR;26827;100
920;2022;EN;FT;Data Scientist;180000;USD;180000;100
921;2023;MI;FT;Research Scientist;85000;USD;85000;0
922;2023;MI;FT;Research Scientist;70000;USD;70000;0
923;2023;SE;FT;BI Developer;135000;USD;135000;100
924;2023;SE;FT;BI Developer;100000;USD;100000;100
925;2023;EX;FT;Data Analytics Manager;155000;USD;155000;0
926;2023;EX;FT;Data Analytics Manager;140000;USD;140000;0
927;2023;SE;FT;Data Scientist;225000;USD;225000;100
928;2023;SE;FT;ML Engineer;220000;USD;220000;0
929;2023;SE;FT;ML Engineer;150000;USD;150000;0
930;2023;SE;FT;Data Analytics Manager;204500;USD;204500;0
